Serial,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
3048,"Food, Shelter, and Water Needed in Croix-des-Bouquettes",09/02/2010 13:44,"Crois des Bouquets, Haiti","english:	
I NEED FOOD AND WATER, SHELTER, I NEED HELP FUNDS ARE BOTH HOUSE OF MAP sleeping, M. PLEASE HELP WE CAN CALL AT 37809968 M, M LIVING Crois-des-Bouquettes Not MS -- Category: 5. Autre | Other

creole:	
MWEN BEZWEN MANJE AK DLO,KAY MWEN KRAZE,M BEZWEN ED LAJAN TOU SE KAY MOUN MAP DOMI,TANPRI EDE M.NOU KAPAB RELE M NAN 37809968,M ABITE CX-DES-BQTS NON M S","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.57746,-72.22951,YES,NO
3047,Help in collapsed house needed in Delmas 18,22/01/2010 13:39,"Delmas 18, Rue Dartinguenave #42","My name is Martial Dulcelin, i live in Delmas 18 Dartignav street house # 42, my house collapsed, i need help  --  Category: 1. Emergency                                     Mwen se Martial dulcelien mwen t rete delmas 18 ri dartignav #42kay mwen kraze mwen bezoin aid tampri  Time:2010-01-22 23:05:35","5a. Structure effondres | Collapsed structure, 2. Urgences logistiques | Vital Lines, ",18.5554,-72.32549,YES,NO
3046,Tents Need in Petit Goave,06/02/2010 13:42,"Pierre Louis, Petit Goave, Haiti","english:	
We are in Petit Goave in Pierre Louis. We need tents. David Jean Charles. -- Category: --4c. Refuge | Shelter

creole:	
Nou menm se tigoave nan site pierre loui yo pa pase w* nou, nou gen probl*m tant se past* david jean charles
	 
comments:	
Petit Goave center of city, no location for Pierre Louis.","2. Urgences logistiques | Vital Lines, ",18.432876,-72.86047,YES,NO
3045,Zone Marin 22 Need Food Aid,07/02/2010 13:36,"Zone Marin 22, La Pleine, Port-au-Prince, Haiti","english:	
we would like to know where we can find coupons for the food assistance - we live in La Pleine, Zone Marin 22, and we havent been able to participate in that assistance. Please respond. -- Category:

creole:	
Nou ta renmen konnen kib* nap ka jwenn koupon poun ka patisipe nan *d yo,paske nou abitan nan lapl*n z*n marin 22,nou poko janm ka patisipe nan *d yo.F*n Repons","2a. Penurie d'aliments | Food Shortage, ",18.60527,-72.28214,YES,NO
3044,Help Needed in Ile de la Gonave,22/01/2010 13:27,"Ile de la Gonave, Haiti","english:	
We on Ile de la Gon??ve we need God\'s help because we are victims too -- Category:

creole:	
Nou menm nan lagonave nou bezwen ?d ent?nal paske nou viktim tou. Time:2010-01-22 23:26:59

	 
comments:	
Modified latitude and longitude. No results for Ile de la Gon, but la Gon corresponds to Carrefour on Google Earth, so coordinates are for Carrefour.","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.828316,-73.01239,YES,NO
3043,Food and Water Needed,09/02/2010 13:26,Rue Acacia Number 122A,"Hello Digicel I\'m writing to tell you that I have a lot of problems. My house was destroyed, I have no food, water and my calls cannot go through. I\'m waiting for you response. -- Category: 	

ALO DIGICEL MWEM EKRIW POU M DIW KE MWEM GEN ANPIL PROBL?M KAY MWEN KRAZE,MWEN PA GEN MANJE,DLO ,MEN M AP?L YO PAKA PASE BYEN MAP TAN N REPONS OU.MWEN AB Time:2010-01-22 21:22:27
Christ is King, Acacia Road #122 bus -- Category: 5. Other
creole: 	

ITE KRISWA RI AKASYA NIMEWO 122 BIS. Time:2010-01-22 22:17:26
type: 	actionable

hello digicel it looks like they forgot about Christ King we need food and water on Rue Acacia Number 122A -- Category: 4d. Food distribution
creole: 	

BONSWA MANB DIGICEL MWEN W? KE YO BLIYE CHRIST ROI NOU BEZYEN DLO AK MANJE SE RUE ACACIA NUMERO 122A. Time:2010-01-23 18:37:59","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.54385,-72.31845,YES,NO
3042,"Food, Tents, Water Needed in Cote-Plage 28",22/01/2010 13:19,"Cate Plage 28 &amp;amp; Richard Street, Carrefour, Haiti","english:	
We are Cot?? 28 Richard street. we need a tente, water, food. The children have are cold and feverish. Thank you in advance. Patron St-Remy please do not let us die. -- Category: 4d. Food distribution

creole:	
NOU NAN KOTE 28 RUE RICHARD Nou BEZWEN TANTE, DLO MANGE TIMOUN YO GEN GRIP AK FIEV NA SEREN AN MESI DAVANS SE REMY SAINT VAL FE SA POU NOU NAP MOURI. Time:2010-01-22 23:13:11

	 
comments:	
Possibly cote plage 28--coordinates indicate the beginning of road, which can be followed northeast a little bit until it terminates near the coast.","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.53578,-72.39933,YES,NO
3041,First Church of Jesus Christ in Leogane Needs Assistance,22/01/2010 13:08,"First Church of Jesus Christ, Leogane, Haiti","english:	
Im Pastor Paul Junior im in the leogane zone bisony (first church of JC) we dont have anyone to bring anything to the population

what am i supposed to do with this number 509 44 000 10 -- Category: 
4207

I am Pastor Jr Paul , I am in the area of Leogane mapou ( The first church of Jesus Christ) No one has brought any thing to this population.

creole:	
Mwen se past junio Paul mwen nan z?nn lewogan mapou bisony? (premiere eglise de jesus christ)nou pagen pesonn ki pote anyen bay popilasyon an anyen tel 3 Time:2010-01-22 22:16:37

Kisa m dwe f? ka nimewo sa a 509 44 000 10 Time:2010-01-23 15:11:56

Mwen se past junio Paul mwen nan z?nn lewogan mapou bisony? (premiere eglise de jesus christ)nou pagen pesonn ki pote anyen bay popilasyon an anyen tel 3 Time:2010-01-22 22:18:19

	 
comments:	
can't find &quot;bisony&quot; or &quot;masou&quot;","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.51027,-72.63234,YES,NO
3040,"Food/Water Needed - Delmas 19, 2CD Ruelle Leonard, Port-au-Prince",09/02/2010 14:28,"Delmas 19, 2CD Ruelle Leonard, Port-au-Prince","9372599                                   Bonjour ak tout animat* maximum.Nou se Club des vrai amis.Nou nan Delma 19 dezy*m riy*l leonar.presizeman nan moute otomeka. nou pa janm jwen ayen tout d                       ----                                          WE A THE CLOB DES VRAIS AMIS,WE ARE IN DELMAS 19 2CD RUELLE LEONARD NEXT TO OTOMEKA,WE DONT GET ANYTHING AT ALL  --","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.56059,-72.30971,YES,NO
3039,"Medical, Water and Food Needed in Petite-Riviere",06/02/2010 15:55,Petite-Rivière de l'Artibonite,"english:  	

This is the Red Cross at Petite-Rivière de l'Artibonite. Let anyone who is helping KNOW that there is a lot of disaster victims over there and, they did not receive any form of aid whatsoever. -- Category: --1f. Urgence medicale | Medical Emergency
creole: 	

Comite croix-rouge petite riviere de l'artibonite fe tout moun kap ede yo konnen gen anpil viktim e yo pa ko jwen anyen.
type: 	actionable
phone: 	2/6/2010  3:55:45 PM","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",19.1231,-72.477,YES,NO
3038,Food and Water Needed in Santo 23,07/02/2010 00:54,Santo 23 (La Plaine) (Lat/Long for corner of Santo 23A and Santo 23B),"We are in Santo 23 (La Plaine) - the aid is all finished and we can't find any -- we cannot wait -- please if there is somewhere we can go reserve it, let us know -- Category: --4d. Distribution d'aliments | Food distribution
creole: 	

NOU NAN SANTO 23 ( LA PLAINE) NOU PAP DAKO POU TOUT ED YO FINI POU N PA JWENN . NOU PAP KA TANN ,TANPRI GEN KOTE KI KA RESEVWAL VOYEL POU NOU.


La Plaine=Moren la Plaine? 2/7/2010  12:54:54 AM","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.58566,-72.24122,YES,NO
3037,"Food,  Water, Tents Needed in Cayes",06/02/2010 23:09,Cayes,"My name is Carl-Henry. I live in Cayes. We have no food, water or tent. -- Category: --4d. Distribution d'aliments | Food distribution
creole: 	

Mwen rele carl-henry mwen bite cite o kay nou pagen mange nou pagen dlo ni tamt
type: 	actionable

IDUshahidi: 	9312626 2/6/2010  11:09:01 PM","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.184997,-73.745728,YES,NO
3036,"Food/Water needed in Rue Chavannes, Close to Caraibes Radio, Port-au-Prince",08/02/2010 17:06,"Rue Chavannes, Close to Caraibes Radio, Port-au-Prince","9348526
Mwen   se   kawol   mwen   se  you'n  nan  sinistr*  nan   ri chavane  blok  radio  karaib  mezanmi  yo  bliy*  nou   yo  pa  pot*  anyen   nan  zo'n  sa	              -----                                       My name is Carol, I am a victim of the earthquake who live at Chavannes Street close to Caraibes Radio. They didn't bring anything in our area.  --","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.53635,-72.33738,YES,NO
3035,Food and tents needed at Place Mais Gate,22/01/2010 13:49,Place Mais Gate,"Can you relay this message for me. we are people in Place Mais Gate. we are asking the autorities to send a tent and some food to us  --  Category: 4e. Water sanitation and hygiene promotion                             Eske ou ka f? pase mesaj saa pou mwen nou men moun ki sou plas mayigate ap mande otorite yo pou voye tant ak manje pou nou ,mwen menm se nan s?ren nuit m  Time:2010-01-22 22:23:09","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 2d. Refuge | Shelter needed, ",18.52281,-72.28179,YES,NO
3034,"Unable to care for myself in Verrettes, Artibonite",22/01/2010 13:46,"Verrettes, Artibonite",I\'m Biala Mercy. I lost everything. I came to verrettes in Artibonite. Now i don\'t even have the means to take care of myself --- Additional Notes: Incomplete - beginning of a message  --  Category: 4. Response           Mwen se Biala Mercy.Mwen p?di tout af?m. M refijwe m v?r?t(Litibonit). Koulye a m pa menm gen mwayen pou pran swen m. G?nard  Time:2010-01-22 21:13:47,"2. Urgences logistiques | Vital Lines, ",19.0501,-72.46675,YES,NO
3033,"Terrain Pinge in Sicot need water, food and medicine for chilldren",22/01/2010 13:39,Terrain Pinge off Rue Sicot,"i am very hungry along with my two kids, we are suffering on the terrain pinge/siko. Name.We need water, food plus health related products for the kids. Denis Louijean my telephone number is 34640403  --  Category:   Mwen grangou anpil av?k 2pitit mwen yo ,map soufri sou teren pinge /siko prolonge /DENIS Louijean l?t nimero m se 3464 0403  Time:2010-01-22 10:06:35","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 3c. Besoins en materiels et medicaments | Medical equipment and supply needs, ",18.52347,-72.33615,YES,NO
3032,"Food and water too expensive, Grand Goave, Capion",22/01/2010 13:55,"Capion, Grand Goave","we\'re asking for help please because we can\'t take it anymore. everything had become very expensive and we have no  money to buy anything. we are in grand goave in Capion  --  Category: 4d. Food distribution          lojman nou mande sekou souple paske nou pa kapab ank?.paske tout bagay vinn ch? pa gen lajan pou nou achte anyen.Min adres nou grangwav ,nan kanpion avan  Time:2010-01-22 21:15:52","2a. Penurie d'aliments | Food Shortage, ",18.42818,-72.76912,YES,NO
3031,Food and Water Need Artibonite,09/02/2010 13:25,Lesdunes in Artibonite,"I AM IN LESDUNES IN ARTIBONITE I DID NOT PREVENT THIS,I NEED HELP TOO -- Category:
creole: 	

Se vital mwen te port au prince l* ev*neman kay la sou mwen mwen pa pare anyen. Kounya mwen latibonit Desdunes.
type: 	actionable
IDUshahidi: 	9312556","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",19.116624,-72.483673,YES,NO
3030,"Aid needed - Blvd 15 Octobre, Rue Innovation a l'interieur",08/02/2010 14:43,"Blvd 15 Octobre, Rue Innovation a l'interieur, Port-au-Prince","9342968
BLVD 15 octobre lrue Innovation a l'interieur. Aider nou please!!!!!!!!!	  ----                                         Blvd 15 Octobre 1 Rue Innovation of the Interior. Help us Please!  --","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.53305,-72.24283,YES,NO
3029,Need Help in Grand Goave in Capion,22/01/2010 21:15,Grand Goave in Capion,"we\'re asking for help please because we can\'t take it anymore. everything had become very expensive and we have no money to buy anything. we are in grand goave in Capion -- Category: 4d. Food distribution
creole: 	

lojman nou mande sekou souple paske nou pa kapab ank?.paske tout bagay vinn ch? pa gen lajan pou nou achte anyen.Min adres nou grangwav ,nan kanpion avan Time:2010-01-22 21:15:52
type: 	actionable
comments: 	(no value)
IDUshahidi: 	3135","2a. Penurie d'aliments | Food Shortage, ",18.42818,-72.76912,YES,NO
3028,Food and Water needed - La Voute,08/02/2010 15:39,La Voute,"9343032
Pep lavout LA BEZWEN DLO AK MANGE
---                                         The people from La Voute, need water and food.","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.31024,-72.50791,YES,YES
3027,"Carrefour Maren, Dead victims",22/01/2010 13:18,Carrefour Maren,"I wrote before,you didn\'t answer me .  We are located at Carrefour Maren,there\'s a lot of death victims.We need help  --  Category:  Mwen ekri mwen pa jwenn repons nou chita ko n nan laplenn kafou maren nou viktim anpil anpil moun mouri se nou k fe pil paket anteman sa yo san leta k  Time:2010-01-22 21:03:39","7g. Morgue | Human remains management, ",18.53515,-72.40948,YES,NO
3026,Food/Water/Supplies Needed - Pasquette/Pasquet - 2km East of Jacmel,08/02/2010 15:39,Pasquette/Pasquet - 2km East of Jacmel,"9342999
9342924
	    
Nous sommes  Pasquette, +3000 personnes vivent dans des situations difficiles  cause du tremblement de terre. Aidez-nous s'il vous plait. &amp;amp;lt;M*risier Julien&amp;amp;gt;	                           On est 2km de la ville de Jacmel (entr*e principale), departement du Sud-Est.        &amp;amp;lt;Julien M*risier.&amp;amp;gt;                          ----                                        We are in Pasquette, 3000+ people are living in difficult conditions because of the earthquake. Please help us. - Merisier Julien On est 2km de la ville de Jacmel (entr*e principale), departement du Sud-Est.  Julien M*risier.","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, 2d. Refuge | Shelter needed, ",18.231814,-72.494348,YES,YES
3025,Water needed in Morne Calvaire,22/01/2010 13:09,Morne Calvaire,"I am from Morne Lazarre, now I am in Morne Calvaire, I have nothing and I never had any help, not even water, and I lost a cousin...  --  Category:                                MOUEN SOTI MORNE LAZAR KOUNIE A MOUEN TROUVE M ANBA M?NE KALVER K?M SINISTRE KI PA JAMAIS BENEFICIE M?ME YOUN CHAS? DLO APR? MOUEN FIN N PEDI YOUN KOUZIN  Time:2010-01-22 10:17:34","2b. Penurie d'eau | Water shortage, ",18.5068,-72.2964,YES,NO
3024,Food aid needed in Delmas 33 Citron,22/01/2010 21:21,Delmas 33 Citron,"Committee, Delmas 33 Citron send message for people in Citron who are hungry aid has yet to get here please -- Category: 4d. Food distribution
creole: 	

Komite swivi delma 33 nan sitwon dirije pa agwonom doseli ,pe zo, voye mesaj sa a pou moun nan sitwon ki grangou anyen pa janm rive jwenn yo!silvouple e Time:2010-01-22 21:21:46
type: 	actionable
comments: 	
can't find citron
IDUshahidi: 	3147","2a. Penurie d'aliments | Food Shortage, ",18.562703,-72.291541,YES,NO
3023,Urgent Water and Food Needed in Grand Goave,22/01/2010 23:15,Grand Goave,"My name is David Thebaud. I am near Grand Goave. We need drinking water and food right away. We have not yet had an authority (police officer?) speak to us. -- Category: 4a. Health services
creole: 	

Mwen se David Thebaud mwen nan zonn papet anvan grangwav nou bezwen prela oubyen tant, dlo potab ak manje paske nou poko jwenn yon otorite vin pale ak nou. Time:2010-01-22 23:14:52

Entered coordinates for Grand Goave. Not enough information to find more specific location.
IDUshahidi: 	3379","2b. Penurie d'eau | Water shortage, 2a. Penurie d'aliments | Food Shortage, ",18.428,-72.768,YES,NO
3022,"10the Section Commune Aquin, needs food, clothes and money",22/01/2010 13:01,10th section of commune Aquin,"I am Makes Boudotte. I live in the south , 10e section commune  Aquin . I am hungry , I dont have any clothes , I have no money Please help me in Briyan. My phone number is . 50938399814  --  Category: 4d. Food distribution                                  MWen se makes boudotte mapviv nan sud 10em seksyon kominn aken mwen grangou mwenpagen rad mwenpagen lajan mi yami potemsekou nanbriyan .telefmwen se.3839  Time:2010-01-22 02:10:33","2a. Penurie d'aliments | Food Shortage, 8. Autre | Other, ",18.2808,-73.39429,YES,NO
